Article ID,Article Title,User Name,Resolve?,Include,Country,Exposure_Route,Chemical,Exposure  Model - new,Exposure_Model,Known models,Analysis  Method,Programming / Statistical analysis,Data,Population study,scope of study,year_of_study,Notes,User Note,Title,Journal,Authors
91158611,Selecting mixtures on the basis of dietary exposure and hazard data: application to pesticide exposure in the European population in relation to steatosis,tom+ontox-api,,,EU,Oral,,,"Probabilistic,Statistical",,,,,,,,,,Selecting mixtures on the basis of dietary exposure and hazard data: application to pesticide exposure in the European population in relation to steatosis,Int. J. Hyg. Environ. Health,"Crepet, A.; Vanacker, M.; Sprong, C.; de Boer, W.; Blaznik, U.; Kennedy, M.; Anagnostopoulos, C.; Christodoulou, D. L.; Ruprich, J.; Rehurkova, I.; Domingo, J. L.; Hamborg Jensen, B.; Metruccio, F.; Moretto, A.; Jacxsens, L.; Spanoghe, P.; Senaeve, D.; van der Voet, H.; van Klaveren, J."
91158611,Selecting mixtures on the basis of dietary exposure and hazard data: application to pesticide exposure in the European population in relation to steatosis,Maria.Kalyva,,TRUE,EU,Oral,Pesticide,Toolbox,,MCRA RIVM/EFSA,"probabilistic,statistical",,"Concentration,Consumption,Frequency,Factor","age groups,individual",HE associated with liver toxicity,2000,,,Selecting mixtures on the basis of dietary exposure and hazard data: application to pesticide exposure in the European population in relation to steatosis,Int. J. Hyg. Environ. Health,"Crepet, A.; Vanacker, M.; Sprong, C.; de Boer, W.; Blaznik, U.; Kennedy, M.; Anagnostopoulos, C.; Christodoulou, D. L.; Ruprich, J.; Rehurkova, I.; Domingo, J. L.; Hamborg Jensen, B.; Metruccio, F.; Moretto, A.; Jacxsens, L.; Spanoghe, P.; Senaeve, D.; van der Voet, H.; van Klaveren, J."
91158612,Relative source allocation of TDI to drinking water for derivation of a criterion for chloroform: a Monte-Carlo and multi-exposure assessment,tom+ontox-api,,,Asia,"Oral,Dermal,Inhalation",,,Probabilistic,,,,,,,,,,Relative source allocation of TDI to drinking water for derivation of a criterion for chloroform: a Monte-Carlo and multi-exposure assessment,Regul. Toxicol. Pharmacol.,"Niizuma, S.; Matsui, Y.; Ohno, K.; Itoh, S.; Matsushita, T.; Shirasaki, N."
91158612,Relative source allocation of TDI to drinking water for derivation of a criterion for chloroform: a Monte-Carlo and multi-exposure assessment,trine.husoy,,TRUE,,,,,,,,,,,,,,,Relative source allocation of TDI to drinking water for derivation of a criterion for chloroform: a Monte-Carlo and multi-exposure assessment,Regul. Toxicol. Pharmacol.,"Niizuma, S.; Matsui, Y.; Ohno, K.; Itoh, S.; Matsushita, T.; Shirasaki, N."
91158612,Relative source allocation of TDI to drinking water for derivation of a criterion for chloroform: a Monte-Carlo and multi-exposure assessment,graciela.lopezsoop,,TRUE,Asia,"Oral,Dermal,Inhalation",VOCs,Mathematical model,,,probabilistic,not reported,"Concentration, Rate,Duration,Other,Factor,Consumption",population analysis,HE associated with risk assessment,2013,Data:body weight,,Relative source allocation of TDI to drinking water for derivation of a criterion for chloroform: a Monte-Carlo and multi-exposure assessment,Regul. Toxicol. Pharmacol.,"Niizuma, S.; Matsui, Y.; Ohno, K.; Itoh, S.; Matsushita, T.; Shirasaki, N."
91158613,New hierarchical classification of food items for the assessment of exposure to packaging migrants: use of hub codes for different food groups,tom+ontox-api,,,EU,Oral,,,Probabilistic,,,,,,,,,,New hierarchical classification of food items for the assessment of exposure to packaging migrants: use of hub codes for different food groups,Food Addit. Contam. Part A Chem. Anal. Control Expo. Risk Assess.,"Northing, P.; Oldring, P. K.; Castle, L.; Mason, P. A."
91158613,New hierarchical classification of food items for the assessment of exposure to packaging migrants: use of hub codes for different food groups,Maria.Kalyva,,TRUE,EU,Oral,Food additive,Mathematical model,,,probabilistic,not reported,"Concentration,Consumption,Factor",population analysis,human exposure (HE) estimates only,2008,Chemical:food contact materials,,New hierarchical classification of food items for the assessment of exposure to packaging migrants: use of hub codes for different food groups,Food Addit. Contam. Part A Chem. Anal. Control Expo. Risk Assess.,"Northing, P.; Oldring, P. K.; Castle, L.; Mason, P. A."
91158613,New hierarchical classification of food items for the assessment of exposure to packaging migrants: use of hub codes for different food groups,graciela.lopezsoop,,TRUE,EU,Oral,Other,Mathematical model,,,probabilistic,not reported,"Consumption,Factor,Concentration",population analysis,human exposure (HE) estimates only,2008,,,New hierarchical classification of food items for the assessment of exposure to packaging migrants: use of hub codes for different food groups,Food Addit. Contam. Part A Chem. Anal. Control Expo. Risk Assess.,"Northing, P.; Oldring, P. K.; Castle, L.; Mason, P. A."
91158614,"Characterisation of urban inhalation exposures to benzene, formaldehyde and acetaldehyde in the European Union",tom+ontox-api,,,EU,Inhalation,,,Probabilistic,,,,,,,,,,"Characterisation of urban inhalation exposures to benzene, formaldehyde and acetaldehyde in the European Union",Environ. Sci. Pollut. Res.,"de Bruin, Y. B.; Koistinen, K.; Kephalopoulos, S.; Geiss, O.; Tirendi, S.; Kotzias, D."
91158614,"Characterisation of urban inhalation exposures to benzene, formaldehyde and acetaldehyde in the European Union",Maria.Kalyva,,TRUE,EU,Inhalation,VOCs,Empirical equations,,,"deterministic,statistical",not reported,"Concentration,Duration",population analysis,human exposure (HE) estimates only,2007,,,"Characterisation of urban inhalation exposures to benzene, formaldehyde and acetaldehyde in the European Union",Environ. Sci. Pollut. Res.,"de Bruin, Y. B.; Koistinen, K.; Kephalopoulos, S.; Geiss, O.; Tirendi, S.; Kotzias, D."
91158614,"Characterisation of urban inhalation exposures to benzene, formaldehyde and acetaldehyde in the European Union",graciela.lopezsoop,,TRUE,EU,Inhalation,VOCs,Empirical equations,,,deterministic,not reported,"Concentration,Duration",population analysis,human exposure (HE) estimates only,2007,,,"Characterisation of urban inhalation exposures to benzene, formaldehyde and acetaldehyde in the European Union",Environ. Sci. Pollut. Res.,"de Bruin, Y. B.; Koistinen, K.; Kephalopoulos, S.; Geiss, O.; Tirendi, S.; Kotzias, D."
91158615,Multimedia persistence as an indicator of potential for population-level intake of environmental contaminants,tom+ontox-api,,,North America,"Oral,Dermal,Inhalation",,,"Probabilistic,Statistical",,,,,,,,,,Multimedia persistence as an indicator of potential for population-level intake of environmental contaminants,Environ. Toxicol. Chem.,"MacLeod, M.; McKone, T. E."
91158615,Multimedia persistence as an indicator of potential for population-level intake of environmental contaminants,Maria.Kalyva,,TRUE,North America,"Oral,Dermal,Inhalation",Persistent,Mathematical model,,other,"statistical,deterministic",not reported," Rate,Duration",population analysis,human exposure (HE) estimates only,2003,Known models:CalTOX; Data:volume,,Multimedia persistence as an indicator of potential for population-level intake of environmental contaminants,Environ. Toxicol. Chem.,"MacLeod, M.; McKone, T. E."
91158615,Multimedia persistence as an indicator of potential for population-level intake of environmental contaminants,graciela.lopezsoop,,TRUE,North America,"Inhalation,Dermal,Oral",VOCs,Mathematical model,,other,deterministic,not reported," Rate,Amount,Duration,Concentration",population analysis,human exposure (HE) estimates only,2003,,,Multimedia persistence as an indicator of potential for population-level intake of environmental contaminants,Environ. Toxicol. Chem.,"MacLeod, M.; McKone, T. E."
91158616,Early life swimming pool exposure and asthma onset in children - A case-control study,tom+ontox-api,,,EU,Inhalation,,,Deterministic,,,,,,,,,,Early life swimming pool exposure and asthma onset in children - A case-control study,Environ. Health,"Andersson, M.; Backman, H.; Nordberg, G.; Hagenbjörk, A.; Hedman, L.; Eriksson, K.; Forsberg, B.; Rönmark, E."
91158616,Early life swimming pool exposure and asthma onset in children - A case-control study,Maria.Kalyva,,TRUE,EU,Inhalation,Other,Empirical equations,,,deterministic,not reported,"Concentration,Duration","population analysis,cohort",HE associated with other health outcomes,2015,Chemical:trichloramine,,Early life swimming pool exposure and asthma onset in children - A case-control study,Environ. Health,"Andersson, M.; Backman, H.; Nordberg, G.; Hagenbjörk, A.; Hedman, L.; Eriksson, K.; Forsberg, B.; Rönmark, E."
91158616,Early life swimming pool exposure and asthma onset in children - A case-control study,graciela.lopezsoop,,TRUE,EU,Inhalation,VOCs,Empirical equations,,,deterministic,not reported,"Duration,Concentration,Frequency",cohort,"HE associated with other health outcomes,HE associated with risk assessment",2015,,,Early life swimming pool exposure and asthma onset in children - A case-control study,Environ. Health,"Andersson, M.; Backman, H.; Nordberg, G.; Hagenbjörk, A.; Hedman, L.; Eriksson, K.; Forsberg, B.; Rönmark, E."
91158617,Quantitative risk assessment of the aggregate dermal exposure to the sensitizing fragrance geraniol in personal care products and household cleaning agents,tom+ontox-api,,,EU,Dermal,,,Probabilistic,,,,,,,,,,Quantitative risk assessment of the aggregate dermal exposure to the sensitizing fragrance geraniol in personal care products and household cleaning agents,Regul. Toxicol. Pharmacol.,"Nijkamp, M. M.; Bokkers, B. G. H.; Bakker, M. I.; Ezendam, J.; Delmaar, J. E."
91158617,Quantitative risk assessment of the aggregate dermal exposure to the sensitizing fragrance geraniol in personal care products and household cleaning agents,trine.husoy,,TRUE,,,,,,,,,,,,,,,Quantitative risk assessment of the aggregate dermal exposure to the sensitizing fragrance geraniol in personal care products and household cleaning agents,Regul. Toxicol. Pharmacol.,"Nijkamp, M. M.; Bokkers, B. G. H.; Bakker, M. I.; Ezendam, J.; Delmaar, J. E."
91158617,Quantitative risk assessment of the aggregate dermal exposure to the sensitizing fragrance geraniol in personal care products and household cleaning agents,Maria.Kalyva,,TRUE,EU,Dermal,Cosmetic ingredients,Mathematical model,Probabilistic,PACEM,probabilistic,R,"Concentration,Frequency,Amount","individual,population analysis",HE associated with risk assessment,2015,Chemical:geraniol,,Quantitative risk assessment of the aggregate dermal exposure to the sensitizing fragrance geraniol in personal care products and household cleaning agents,Regul. Toxicol. Pharmacol.,"Nijkamp, M. M.; Bokkers, B. G. H.; Bakker, M. I.; Ezendam, J.; Delmaar, J. E."
91158618,Cumulative dietary exposure of the population of Denmark to pesticides,tom+ontox-api,,,EU,Oral,,,"Probabilistic,Deterministic",,,,,,,,,,Cumulative dietary exposure of the population of Denmark to pesticides,Food Chem. Toxicol.,"Jensen, B. H.; Petersen, A.; Nielsen, E.; Christensen, T.; Poulsen, M. E.; Andersen, J. H."
91158618,Cumulative dietary exposure of the population of Denmark to pesticides,trine.husoy,,TRUE,,,,,,,,,Factor,,,,,,Cumulative dietary exposure of the population of Denmark to pesticides,Food Chem. Toxicol.,"Jensen, B. H.; Petersen, A.; Nielsen, E.; Christensen, T.; Poulsen, M. E.; Andersen, J. H."
91158618,Cumulative dietary exposure of the population of Denmark to pesticides,Maria.Kalyva,,TRUE,EU,Oral,Pesticide,Empirical equations,Probabilistic,,probabilistic,not reported,"Concentration,Consumption",age groups,HE associated with risk assessment,2015,Data:body weight,,Cumulative dietary exposure of the population of Denmark to pesticides,Food Chem. Toxicol.,"Jensen, B. H.; Petersen, A.; Nielsen, E.; Christensen, T.; Poulsen, M. E.; Andersen, J. H."
91158619,Use of biocidal products (insect sprays and electro-vaporizer) in indoor areas--exposure scenarios and exposure modeling,tom+ontox-api,,,EU,Inhalation,,,Deterministic,,,,,,,,,,Use of biocidal products (insect sprays and electro-vaporizer) in indoor areas--exposure scenarios and exposure modeling,Int. J. Hyg. Environ. Health,"Berger-Preiss, E.; Koch, W.; Gerling, S.; Kock, H.; Appel, K. E."
91158619,Use of biocidal products (insect sprays and electro-vaporizer) in indoor areas--exposure scenarios and exposure modeling,trine.husoy,,TRUE,,,,,,,,,,,,,,,Use of biocidal products (insect sprays and electro-vaporizer) in indoor areas--exposure scenarios and exposure modeling,Int. J. Hyg. Environ. Health,"Berger-Preiss, E.; Koch, W.; Gerling, S.; Kock, H.; Appel, K. E."
91158619,Use of biocidal products (insect sprays and electro-vaporizer) in indoor areas--exposure scenarios and exposure modeling,Maria.Kalyva,,TRUE,EU,"Inhalation,Dermal",Pesticide,Mathematical model,Deterministic,other,deterministic,not reported,"Concentration, Rate,Duration",population analysis,"human exposure (HE) estimates only,validation biomonitoring",2009,"Chemical:insecticides; Known models:SprayExpo; Data:vapour pressure, ventilation rate, volume",,Use of biocidal products (insect sprays and electro-vaporizer) in indoor areas--exposure scenarios and exposure modeling,Int. J. Hyg. Environ. Health,"Berger-Preiss, E.; Koch, W.; Gerling, S.; Kock, H.; Appel, K. E."
91158620,A framework and case study for exposure assessment in the Voluntary Children's Chemical Evaluation Program,tom+ontox-api,,,North America,"Oral,Dermal,Inhalation",,,"Probabilistic,Not determined",,,,,,,,,,A framework and case study for exposure assessment in the Voluntary Children's Chemical Evaluation Program,Risk Anal.,"Reiss, R.; Anderson, E. L.; Lape, J."
91158620,A framework and case study for exposure assessment in the Voluntary Children's Chemical Evaluation Program,trine.husoy,,TRUE,,,,,,,,,,,,,,,A framework and case study for exposure assessment in the Voluntary Children's Chemical Evaluation Program,Risk Anal.,"Reiss, R.; Anderson, E. L.; Lape, J."
91158620,A framework and case study for exposure assessment in the Voluntary Children's Chemical Evaluation Program,Maria.Kalyva,,TRUE,North America,"Oral,Dermal,Inhalation",Enviromental emissions,Empirical equations,Probabilistic,,probabilistic,not reported,"Concentration, Rate,Consumption",age groups,HE associated with risk assessment,2003,"Chemical:environmental pollutants (toluene, benzene, n-dodecane, Vinyldenechloride etc.); Data:dermal absorption coefficient",,A framework and case study for exposure assessment in the Voluntary Children's Chemical Evaluation Program,Risk Anal.,"Reiss, R.; Anderson, E. L.; Lape, J."
91158621,QSAR Models for Human Carcinogenicity: An Assessment Based on Oral and Inhalation Slope Factors,tom+ontox-api,,,EU,"Oral,Inhalation",,,Statistical,,,,,,,,,,QSAR Models for Human Carcinogenicity: An Assessment Based on Oral and Inhalation Slope Factors,Molecules,"Toma, C.; Manganaro, A.; Raitano, G.; Marzo, M.; Gadaleta, D.; Baderna, D.; Roncaglioni, A.; Kramer, N.; Benfenati, E."
91158621,QSAR Models for Human Carcinogenicity: An Assessment Based on Oral and Inhalation Slope Factors,trine.husoy,,TRUE,,,,,,,,,,,,,,,QSAR Models for Human Carcinogenicity: An Assessment Based on Oral and Inhalation Slope Factors,Molecules,"Toma, C.; Manganaro, A.; Raitano, G.; Marzo, M.; Gadaleta, D.; Baderna, D.; Roncaglioni, A.; Kramer, N.; Benfenati, E."
